sr_no,year,country,region,artist,song,artist_gender,group_solo,place,points,home_away_country,home_away_region,is_final,semi_final_number,song_in_english,song_quality,normalized_points,energy,duration,acousticness,danceability,tempo,speechiness,key,liveness,time_signature,mode,loudness,valence,happiness,decade,is_winner,top_3,top_10
101,2005,Malta,Western Europe,Chiara,Angel,Female,Solo,2,192,Away,Away,1,,1,5.14824906900663,0.0848806366047745,0.480065815464658,230.04844,0.00729690546082294,0.456984543983799,148.059,0.0301239054908553,9.0,0.253942796026785,4.0,1.0,-10.012,0.149809519813863,5.63438596491,2000,False,True,True
102,2005,Romania,Former Socialist Bloc,Lumini?a Anghel and Sistem,Let Me Try,Female,Solo,3,158,Away,Home,1,,1,4.04995211671845,0.0698496905393457,,,,,,,,,,,,,,2000,False,True,True
103,2005,Norway,Scandinavia,Wig Wam,In My Dreams,Male,Group,9,125,Away,Away,1,,1,3.22277292812016,0.0552608311229001,0.780855419433983,183.94231,0.166150058075526,0.429884311738295,126.042,0.0450356560499777,4.0,0.167047549040174,4.0,0.0,-5.72,0.454281825124459,5.50442622951,2000,False,False,True
104,2005,Turkey,Independent,Glseren,Rimi Rimi Ley,Female,Solo,13,92,Away,Away,1,,0,2.55790589214098,0.0406719717064545,,,,,,,,,,,,,4.73104477612,2000,False,False,False
105,2005,Moldova,Former Socialist Bloc,Zdob ?i Zdub,Boonika bate doba,Male,Group,6,148,Away,Home,1,,1,3.98694024770742,0.0654288240495137,0.90353904130345,239.50667,0.00682639938945545,0.489460433906907,87.267,0.0402385560001012,9.0,0.227271391412963,4.0,1.0,-5.209,0.328386976249985,,2000,False,False,True
106,2005,Albania,Former Socialist Bloc,Ledina ãelo,Tomorrow I Go,Female,Solo,16,53,Away,Home,1,,1,1.2616281649973,0.0234305923961096,,,,,,,,,,,,,,2000,False,False,False
107,2005,Cyprus,Independent,Constantinos Christoforou,Ela Ela (Come Baby),Male,Solo,18,46,Away,Away,1,,1,1.16414674331843,0.0203359858532272,,,,,,,,,,,,,,2000,False,False,False
108,2005,Spain,Western Europe,Son de Sol,Brujera,Female,Group,21,28,Away,Away,1,,0,0.516839073287275,0.0123784261715296,,,,,,,,,,,,,4.83518987342,2000,False,False,False
109,2005,Israel,Independent,Shiri Maimon,Hasheket Shenish'ar,Female,Solo,4,154,Away,Away,1,,1,4.18275439212423,0.0680813439434129,0.662122718591969,181.34667,0.520315134726206,0.536614179219801,75.014,0.0289597063419959,5.0,0.0957554132382771,4.0,0.0,-6.313,0.678389286511407,,2000,False,False,True
110,2005,Serbia and Montenegro,Former Yugoslavia,No Name,Zauvijek moja,Male,Group,7,137,Away,Away,1,,0,3.70683405095854,0.0605658709106985,,,,,,,,,,,,,5.49441624365,2000,False,False,True
111,2005,Denmark,Scandinavia,Jakob Sveistrup,Talking to You,Male,Solo,10,125,Away,Away,1,,1,3.17034750995334,0.0552608311229001,0.732815563359826,183.60272,0.109408438507339,0.643914774509765,87.017,0.0465822676687798,0.0,0.144226688377099,4.0,1.0,-5.813,0.644188424036622,5.58707482993,2000,False,False,True
112,2005,Sweden,Scandinavia,Martin Stenmarck,Las Vegas,Male,Solo,19,30,Away,Away,1,,1,0.658783495830036,0.013262599469496,0.913913271208763,185.17723,0.0547967409107819,0.560739315920241,128.001,0.0421536355256904,3.0,0.32860594348428,4.0,0.0,-4.327,0.560368732311458,5.64941176471,2000,False,False,False
113,2005,Macedonia,Former Yugoslavia,Martin Vu?i?,Make My Day,Male,Solo,17,52,Away,Away,1,,1,1.37417851999133,0.0229885057471264,,,,,,,,,,,,,,2000,False,False,False
114,2005,Ukraine,Former Socialist Bloc,GreenJolly,Razom nas bahato,Male,Group,19,30,Home,Home,1,,1,0.813370866278794,0.013262599469496,0.942477396346854,159.29333,0.398839193493537,0.894179246017995,90.094,0.0900006145082795,4.0,0.0676614132499182,4.0,0.0,-4.96,0.857736239020161,5.22476190476,2000,False,False,False
115,2005,Germany,Western Europe,Gracia Baur,Run and Hide,Female,Solo,24,4,Away,Away,1,,1,0.0992707064245059,0.0017683465959328,0.752798732450073,239.53088,0.0458789787513241,0.462903635850804,155.88,0.0564669955439307,4.0,0.106635553899037,4.0,1.0,-7.238,0.206829339678868,,2000,False,False,False
116,2005,Croatia,Former Yugoslavia,Boris Novkovi?,Vukovi umiru sami,Male,Solo,11,115,Away,Away,1,,0,3.00452133139162,0.0508399646330681,0.797358955397309,181.55102,0.069534651969806,0.317649213869955,80.048,0.0896696763464622,2.0,0.798499989143654,3.0,0.0,-6.635,0.265054655450316,,2000,False,False,False
117,2005,Greece,Western Europe,Helena Paparizou,My Number One,Female,Solo,1,230,Away,Away,1,,1,5.91885995477701,0.101679929266136,0.74797067135921,175.06667,0.00925576346083308,0.77153425386583,113.034,0.0354853722296878,8.0,0.0265131697133492,4.0,0.0,-6.131,0.971989042578638,5.57529411765,2000,True,True,True
118,2005,Russia,Former Socialist Bloc,Natalia Podolskaya,Nobody Hurt No One,Female,Solo,15,57,Away,Home,1,,1,1.45549780046096,0.0251989389920424,,,,,,,,,,,,,4.3756302521,2000,False,False,False
119,2005,Bosnia and Herzegovina,Former Yugoslavia,Feminnem,Call Me,Female,Group,14,79,Away,Away,1,,1,2.08299533155348,0.0349248452696729,,,,,,,,,,,,,5.45777272727,2000,False,False,False
120,2005,Switzerland,Western Europe,Vanilla Ninja,Cool Vibes,Female,Group,8,128,Away,Away,1,,1,3.24076591482073,0.0565870910698497,0.663860146067522,247.73333,0.0374576754148415,0.512192122869977,127.049,0.0629262750162941,4.0,0.0628813066969021,4.0,0.0,-6.553,0.247399387586464,5.28797619048,2000,False,False,True
121,2005,Latvia,Former Socialist Bloc,Walters and Kazha,The War Is Not Over,Male,Group,5,153,Away,Home,1,,1,4.01020345521316,0.0676392572944297,0.601029414485813,177.02667,0.626087390584366,0.753754576786844,104.978,0.025652236180913,0.0,0.136981161193198,4.0,1.0,-4.766,0.706140579327569,5.28580152672,2000,False,False,True
122,2005,France,Western Europe,Ortal,Chacun pense ó soi,Female,Solo,23,11,Away,Away,1,,0,0.171570268667746,0.00486295313881521,,,,,,,,,,,,,4.95461538462,2000,False,False,False
123,2004,Spain,Western Europe,Ram¢n,Para llenarme de ti,Male,Solo,10,87,Away,Away,1,,0,2.47105435801064,0.0416666666666667,,,,,,,,,,,,,5.51388888889,2000,False,False,True
124,2004,Austria,Western Europe,Tie Break,Du bist,Male,Group,21,9,Away,Away,1,,0,0.20149963988625,0.00431034482758621,0.514342628996262,191.36,0.176648530794625,0.325959493522001,85.537,0.0330230522099112,5.0,0.0768430640425404,5.0,1.0,-7.004,0.616096084811151,4.61028169014,2000,False,False,False
125,2004,Norway,Scandinavia,Knut Anders S_rum,High,Male,Solo,24,3,Away,Away,1,,1,-0.0107102296427415,0.0014367816091954,0.764991401516952,182.9873,0.0204467168211748,0.489428171524341,93.695,0.0280938950448885,8.0,0.154777020030392,4.0,1.0,-8.248,0.321987009442205,5.59240310078,2000,False,False,False
126,2004,France,Western Europe,Jonatan Cerrada,š chaque pas,Male,Solo,15,40,Away,Away,1,,0,1.03552533573272,0.0191570881226054,0.299055585252729,187.72,,0.559522981913328,140.96,0.0283052072368777,2.0,0.235751310673586,4.0,1.0,-7.546,,4.88543209877,2000,False,False,False
127,2004,Serbia and Montenegro,Former Yugoslavia,?eljko Joksimovi?,Lane moje,Male,Solo,2,263,Away,Away,1,,0,7.73253620497916,0.12595785440613,,,,,,,,,,,,,,2000,False,True,True
128,2004,Malta,Western Europe,Julie and Ludwig,On Again... Off Again,Both,Group,12,50,Away,Away,1,,1,1.4556917534286,0.0239463601532567,,,,,,,,,,,,,5.48558282209,2000,False,False,False
129,2004,Netherlands,Western Europe,Re-Union,Without You,Male,Group,20,11,Away,Away,1,,1,0.355708524570565,0.00526819923371648,,,,,,,,,,,,,,2000,False,False,False
130,2004,Germany,Western Europe,Max,Can't Wait Until Tonight,Male,Solo,8,93,Away,Away,1,,1,2.60234899676438,0.0445402298850575,0.373493168238178,182.45333,0.518331541694966,0.736041904656716,98.034,0.0342328873855269,9.0,0.100326257185837,4.0,1.0,-9.47,0.375232729940959,5.30872881356,2000,False,False,True
131,2004,Albania,Former Socialist Bloc,Anjeza Shahini,The Image of You,Female,Solo,7,106,Away,Away,1,,1,2.81834357218658,0.0507662835249042,,,,,,,,,,,,,5.561375,2000,False,False,True
132,2004,Ukraine,Former Socialist Bloc,Ruslana,Wild Dances,Female,Solo,1,280,Away,Away,1,,1,8.12732179594602,0.134099616858238,0.775246205041318,182.74494,0.00644587448887172,0.696340370112074,85.964,0.0443881081942196,2.0,0.0784146214081157,4.0,1.0,-9.145,0.89078099643113,5.55301886792,2000,True,True,True
133,2004,Croatia,Former Yugoslavia,Ivan Mikuli?,You Are The Only One,Male,Solo,12,50,Away,Away,1,,1,1.39735313511039,0.0239463601532567,,,,,,,,,,,,,,2000,False,False,False
134,2004,Bosnia and Herzegovina,Former Yugoslavia,Deen,In The Disco,Male,Solo,9,91,Away,Away,1,,1,2.51579901913111,0.0435823754789272,0.897901614187031,176.28544,0.017778640079871,0.473193865505289,133.953,0.124436746714225,1.0,0.562067912796185,4.0,1.0,-4.562,0.891231094789373,5.43122807018,2000,False,False,True
135,2004,Belgium,Western Europe,Xandee,1 Life,Female,Solo,22,7,Away,Away,1,,1,0.29274897111237,0.00335249042145594,0.941381034229858,173.57333,0.0271708862083285,0.713673886687864,130.01,0.0653322728933548,0.0,0.185628630451344,4.0,1.0,-5.683,0.804391965484192,5.47974358974,2000,False,False,False
136,2004,Russia,Former Socialist Bloc,Julia Savicheva,Believe Me,Female,Solo,11,67,Away,Away,1,,1,1.91561369702303,0.032088122605364,,,,,,,,,,,,,5.39151515152,2000,False,False,False
137,2004,Macedonia,Former Yugoslavia,To?e Proeski,Life,Male,Solo,14,47,Away,Away,1,,1,1.43204049278648,0.0225095785440613,0.938486470876376,181.73333,0.392504622185949,0.726625939868963,136.023,0.0794113700415406,9.0,0.115993208179355,1.0,0.0,-3.548,0.699185249878323,,2000,False,False,False
138,2004,Greece,Western Europe,Sakis Rouvas,Shake It,Male,Solo,3,252,Away,Away,1,,1,7.22940230406763,0.120689655172414,0.926672990701743,179.21161,0.00216820850778648,0.71777167033355,113.039,0.0460631861376504,2.0,0.110225539024165,4.0,1.0,-4.909,0.771430321848521,5.46479041916,2000,False,True,True
139,2004,Iceland,Scandinavia,J¢nsi,Heaven,Male,Solo,19,16,Away,Away,1,,1,0.414778347477234,0.00766283524904215,0.413522279404092,192.12145,0.0944528206235848,0.499725466261903,125.953,0.0289654979821102,0.0,0.0994907329330006,4.0,1.0,-12.362,0.297289341831549,5.53701834862,2000,False,False,False
140,2004,Ireland,Independent,Chris Doran,If My World Stopped Turning,Male,Solo,22,7,Away,Away,1,,1,0.0920432002253148,0.00335249042145594,0.506990429168737,184.96,0.57032930749898,0.47265130597266,74.15,0.0313053388156744,11.0,0.161704247953326,4.0,1.0,-8.551,0.22906347464141,5.41461538462,2000,False,False,False
141,2004,Poland,Former Socialist Bloc,Blue Caf_,Love Song,Both,Group,17,27,Away,Away,1,,1,0.946498664629718,0.0129310344827586,0.0647304377840477,203.14667,0.992610014003123,0.373385127031284,87.928,0.0382635415142915,4.0,0.283097365828172,4.0,1.0,-19.675,0.0407558717751988,,2000,False,False,False
142,2004,United Kingdom,Independent,James Fox,Hold On to Our Love,Male,Solo,16,29,Away,Away,1,,1,0.781414152437189,0.0138888888888889,,,,,,,,,,,,,5.61021857923,2000,False,False,False
143,2004,Cyprus,Independent,Lisa Andreas,Stronger Every Minute,Female,Solo,5,170,Away,Away,1,,1,5.00639450950244,0.0814176245210728,,,,,,,,,,,,,5.61344827586,2000,False,False,True
144,2004,Turkey,Independent,Athena,For Real,Male,Group,4,195,Home,Home,1,,1,5.91760665190524,0.0933908045977011,0.742435430374503,188.22639,0.344185552774475,0.868359829807458,126.04,0.0639277536660295,5.0,0.0480826845567839,4.0,0.0,-9.505,0.867909294283872,5.56189655172,2000,False,False,True
145,2004,Romania,Former Socialist Bloc,Sanda,I Admit,Female,Solo,18,18,Away,Away,1,,1,0.778902461320484,0.00862068965517241,,,,,,,,,,,,,5.56219178082,2000,False,False,False
146,2004,Sweden,Scandinavia,Lena Philipsson,It Hurts,Female,Solo,5,170,Away,Away,1,,1,4.63474414794192,0.0814176245210728,0.947076043950577,182.06286,0.00192356646365679,0.685550574316677,126.935,0.0274044951364397,11.0,0.0739345095022504,4.0,1.0,-4.693,0.753434472063163,5.19057971014,2000,False,False,True
147,2003,Iceland,Scandinavia,Birgitta Haukdal,Open Your Heart,,,8,81,Away,Away,1,,1,3.28622063467574,0.0537135278514589,0.851536177728254,183.73333,0.0179993341941612,0.487658598704267,105.141,0.0408773154201735,4.0,0.207722236599958,4.0,1.0,-4.876,0.628780188616963,5.60405797101,2000,False,False,True
148,2003,Austria,Western Europe,Alf Poier,Weil der Mensch zÊhlt,,,6,101,Away,Away,1,,0,3.98899775248133,0.0669761273209549,,,,,,,,,,,,,4.96360824742,2000,False,False,True
149,2003,Ireland,Independent,Mickey Joe Harte,We've Got the World,,,11,53,Away,Away,1,,1,1.93531532704548,0.0351458885941645,0.875718344409031,203.69333,0.0844265269288136,0.568171529613299,104.009,0.0407514880791381,2.0,0.400932880472639,4.0,1.0,-5.689,0.541669363796679,,2000,False,False,False
150,2003,Turkey,Independent,Sertab Erener,Everyway That I Can,,,1,167,Away,Away,1,,1,6.9504061886583,0.110742705570292,0.85871642968183,276.04853,0.0151832029702056,0.726158362329528,94.974,0.0427059936020524,11.0,0.0441186427920273,4.0,0.0,-4.767,0.619479214525743,5.80413793103,2000,True,True,True
151,2003,Malta,Western Europe,Lynn Chircop,To Dream Again,,,25,4,Away,Away,1,,1,0.0195118077351072,0.0026525198938992,,,,,,,,,,,,,5.88066666667,2000,False,False,False
152,2003,Bosnia and Herzegovina,Former Yugoslavia,Mija Martina,Ne brini,,,16,27,Away,Away,1,,1,1.12201261004333,0.0179045092838196,,,,,,,,,,,,,,2000,False,False,False
153,2003,Portugal,Western Europe,Rita Guerra,Deixa-me sonhar,,,22,13,Away,Away,1,,1,0.210598126171466,0.00862068965517241,0.257389126319094,336.49333,0.762867754055231,0.545363794782003,82.998,0.0298438685840935,2.0,0.122193262314456,4.0,1.0,-10.184,0.201688210385296,5.26,2000,False,False,False
154,2003,Croatia,Former Yugoslavia,Claudia Beni,Vi?e nisam tvoja,,,15,29,Away,Away,1,,1,1.45759446282181,0.0192307692307692,0.808279964026335,172.47456,0.705873158044359,0.830398001573386,94.981,0.0419717394170974,3.0,0.0824935956933902,4.0,0.0,-2.352,0.870379386120089,,2000,False,False,False
155,2003,Cyprus,Independent,Stelios Konstantas,Feeling Alive,,,20,15,Away,Away,1,,1,0.81826927904506,0.00994694960212202,,,,,,,,,,,,,,2000,False,False,False
156,2003,Germany,Western Europe,Lou,Let's Get Happy,,,11,53,Away,Away,1,,1,1.88669301651551,0.0351458885941645,0.923018597485066,181.81179,0.0170723705872381,0.63176389057836,145.082,0.0551603042769157,10.0,0.261104588369344,4.0,0.0,-3.801,0.94129717974807,5.53015306122,2000,False,False,False
157,2003,Russia,Former Socialist Bloc,t.A.T.u.,"Ne ver', ne boysia",,,3,164,Away,Home,1,,0,6.76749770970034,0.108753315649867,0.791910547167829,185.69252,0.00107817159847413,0.658398359672624,136.043,0.0328458554971919,10.0,0.317602456421067,4.0,0.0,-7.468,0.385373097283997,5.54664536741,2000,False,True,True
158,2003,Spain,Western Europe,Beth,Dime,,,8,81,Away,Away,1,,0,3.16239308362019,0.0537135278514589,0.819261932246991,181.71891,0.00686770724452447,0.677511252455985,130.072,0.0488190983294272,11.0,0.346669229800622,4.0,0.0,-6.368,0.891448749691062,5.57265957447,2000,False,False,True
159,2003,Israel,Independent,Lior Narkis,Words for Love,,,19,17,Away,Away,1,,1,0.626856859210659,0.0112732095490716,,,,,,,,,,,,,5.66333333333,2000,False,False,False
160,2003,Netherlands,Western Europe,Esther Hart,One More Night,,,13,45,Away,Away,1,,1,1.70144596857992,0.029840848806366,0.861165748158378,180.04707,0.00800201988457241,0.625632147762205,116.032,0.0678424213412094,1.0,0.320529691248941,4.0,1.0,-6.33,0.849175415874716,5.74293269231,2000,False,False,False
161,2003,United Kingdom,Independent,Jemini,Cry Baby,,,26,0,Away,Away,1,,1,-0.302963388297041,0.0,,,,,,,,,,,,,5.05851851852,2000,False,False,False
162,2003,Ukraine,Former Socialist Bloc,Oleksandr Ponomaryov,Hasta la Vista,,,14,30,Away,Home,1,,1,1.36416626383616,0.019893899204244,,,,,,,,,,,,,,2000,False,False,False
163,2003,Greece,Western Europe,Mando,Never Let You Go,,,17,25,Away,Away,1,,1,1.15404936453118,0.01657824933687,,,,,,,,,,,,,,2000,False,False,False
164,2003,Norway,Scandinavia,Jostein Hasselg_rd,I'm Not Afraid To Move On,,,4,123,Away,Away,1,,1,4.87672138551989,0.0815649867374005,0.431977804802702,183.06567,0.137689159825147,0.541164768910132,75.994,0.0253918835421484,0.0,0.0968345002795729,4.0,1.0,-7.259,0.338391382328471,,2000,False,False,True
165,2003,France,Western Europe,Louisa Ba¾leche,Monts et merveilles,,,18,19,Away,Away,1,,0,0.60969027084273,0.0125994694960212,,,,,,,,,,,,,,2000,False,False,False
166,2003,Poland,Former Socialist Bloc,Ich Troje,Keine Grenzen-?adnych granic,,,7,90,Away,Home,1,,0,3.86099990123119,0.0596816976127321,0.126677224872597,182.78354,0.690863124404493,0.491622960646852,69.071,0.0281911097460994,7.0,0.110196831875031,4.0,1.0,-21.878,0.136894710199273,4.99923076923,2000,False,False,True
167,2003,Latvia,Former Socialist Bloc,F.L.Y.,Hello From Mars,,,24,5,Home,Home,1,,1,0.157047885687777,0.00331564986737401,0.712074211744656,178.46667,0.0249054797885806,0.549474468646437,132.062,0.0299594323098115,0.0,0.161618276105707,4.0,1.0,-4.963,0.415208032647436,5.55652173913,2000,False,False,False
168,2003,Belgium,Western Europe,Urban Trad,Sanomi,,,2,165,Away,Away,1,,0,6.25389444288614,0.109416445623342,0.809913210811817,247.89007,0.0984442291122552,0.557138511851565,85.073,0.030357393968681,7.0,0.158820037920308,4.0,0.0,-6.722,0.700236427791113,4.954,2000,False,True,True
169,2003,Estonia,Former Socialist Bloc,Ruffus,Eighties Coming Back,,,21,14,Away,Home,1,,1,0.502635995747292,0.00928381962864721,,,,,,,,,,,,,5.4911409396,2000,False,False,False
170,2003,Romania,Former Socialist Bloc,Nicola,Don't Break My Heart,,,10,73,Away,Home,1,,1,3.05821565441063,0.0484084880636605,0.906752916295874,185.97333,0.208405684302873,0.603701640617931,83.968,0.0494259750475257,2.0,0.326938161107387,4.0,1.0,-4.107,0.547943338634502,5.28251655629,2000,False,False,True
171,2003,Sweden,Scandinavia,Fame,Give Me Your Love,,,5,107,Away,Away,1,,1,4.25999884028122,0.07095490716180369,0.916466239591289,180.46503,0.00840312643398093,0.550905391598292,131.958,0.0568058205629685,2.0,0.110881769850329,4.0,1.0,-5.633,0.456225691251675,5.67561290323,2000,False,False,True
172,2003,Slovenia,Former Yugoslavia,Karmen Stavec,Nanana,,,23,7,Away,Away,1,,1,0.489222313166372,0.00464190981432361,,,,,,,,,,,,,5.56319526627,2000,False,False,False
173,2002,Cyprus,Independent,One,Gimme,,,6,85,Away,Away,1,,1,3.82945041249381,0.0610632183908046,0.959941953077305,184.41252,0.0131456053440466,0.626612320505822,136.049,0.0813951711952268,0.0,0.268070405620946,4.0,0.0,-5.912,0.58435986475023,5.52333333333,2000,False,False,True
174,2002,United Kingdom,Independent,Jessica Garlick,Come Back,,,3,111,Away,Away,1,,1,4.61667540689816,0.0797413793103448,0.476553752172741,173.5717,0.134785215196105,0.542817254057463,124.082,0.0310428200089839,5.0,0.549414564327472,3.0,1.0,-6.818,0.345372977380238,5.55808695652,2000,False,True,True
175,2002,Austria,Western Europe,Manuel Ortega,Say A Word,,,18,26,Away,Away,1,,1,0.924956782638974,0.0186781609195402,0.944920811501269,303.62077,0.00692505207753197,0.651997538935662,135.996,0.0324252351750229,2.0,0.342216086958714,4.0,1.0,-5.461,0.619543685086693,5.5541314554,2000,False,False,False
176,2002,Greece,Western Europe,Michalis Rakintzis,S.A.G.A.P.O.,,,17,27,Away,Away,1,,1,1.33504135048415,0.0193965517241379,,,,,,,,,,,,,,2000,False,False,False
177,2002,Spain,Western Europe,Rosa,Europe's Living A Celebration,,,7,81,Away,Away,1,,0,3.75220473376528,0.0581896551724138,0.916636440795557,189.37578,0.00818294916826049,0.682658001764764,135.055,0.250082276145993,9.0,0.128972403536368,4.0,1.0,-6.024,0.891825197700412,4.61380952381,2000,False,False,True
178,2002,Croatia,Former Yugoslavia,Vesna Pisarovi?,Everything I Want,,,11,44,Away,Away,1,,1,1.81857052458788,0.0316091954022989,,,,,,,,,,,,,,2000,False,False,False
179,2002,Russia,Former Socialist Bloc,Prime Minister,Northern Girl,,,10,55,Away,Home,1,,1,2.65128382897658,0.0395114942528736,,,,,,,,,,,,,,2000,False,False,True
180,2002,Estonia,Former Socialist Bloc,Sahlene,Runaway,,,3,111,Home,Home,1,,1,4.43294967719037,0.0797413793103448,0.878726227442264,172.54748,0.00609834982786993,0.692048932947179,128.006,0.0284313771679854,6.0,0.292179662219952,4.0,1.0,-4.794,0.890771617806774,5.47095744681,2000,False,True,True
181,2002,Macedonia,Former Yugoslavia,Karolina Go?eva,Od nas zavisi,,,19,25,Away,Away,1,,0,1.2912699195287,0.0179597701149425,,,,,,,,,,,,,,2000,False,False,False
182,2002,Israel,Independent,Sarit Hadad,Nadlik Beyakhad Ner (Light A Candle),,,12,37,Away,Away,1,,1,1.76398581631853,0.0265804597701149,,,,,,,,,,,,,,2000,False,False,False
183,2002,Switzerland,Western Europe,Francine Jordi,Dans le jardin de mon Ñme,,,22,15,Away,Away,1,,0,0.553054005006631,0.0107758620689655,0.58493669539441,184.11057,0.604327056428792,0.319727369311939,135.094,0.0309543613777034,0.0,0.313154905297625,4.0,1.0,-5.083,0.26776393390652,4.57471428571,2000,False,False,False
184,2002,Sweden,Scandinavia,Afro-dite,Never Let It Go,,,8,72,Away,Away,1,,1,2.96571386833802,0.0517241379310345,0.929732298279508,182.30667,0.113090674694542,0.70946286302325,137.957,0.0473887158473749,3.0,0.355024898836691,4.0,0.0,-5.835,0.823214028422073,5.42628959276,2000,False,False,True
185,2002,Finland,Scandinavia,Laura Voutilainen,Addicted To You,,,20,24,Away,Away,1,,1,0.82906193234623,0.0172413793103448,0.680442492473012,187.11465,0.04033086618147,0.793682655508436,126.078,0.0449475418001811,7.0,0.184082608330209,4.0,1.0,-8.788,0.743407981480334,,2000,False,False,False
186,2002,Denmark,Scandinavia,Malene,Tell Me Who You Are,,,24,7,Away,Away,1,,1,0.132146330533133,0.00502873563218391,,,,,,,,,,,,,,2000,False,False,False
187,2002,Bosnia and Herzegovina,Former Yugoslavia,Maja Tati?,Na jastuku za dvoje,,,13,33,Away,Away,1,,1,1.12398802096575,0.0237068965517241,,,,,,,,,,,,,,2000,False,False,False
188,2002,Belgium,Western Europe,Sergio & The Ladies,Sister,,,13,33,Away,Away,1,,1,1.49594992051526,0.0237068965517241,,,,,,,,,,,,,5.59777777778,2000,False,False,False
189,2002,France,Western Europe,Sandrine Fran_ois,Il faut du temps,,,5,104,Away,Away,1,,0,4.5956788761266,0.0747126436781609,0.520138818670171,237.11302,0.391367480227642,0.539543589469341,132.01,0.0349181329747278,2.0,0.0472763178840796,4.0,1.0,-7.981,0.12490331596846,,2000,False,False,True
190,2002,Germany,Western Europe,Corinna May,I Can't Live Without Music,,,21,17,Away,Away,1,,1,0.585966054885931,0.0122126436781609,0.856891801993558,194.21125,0.0110896824357614,0.64589750824888,124.45,0.0939129978711755,7.0,0.373761295339238,4.0,1.0,-6.666,0.890130239581583,5.53369047619,2000,False,False,False
191,2002,Turkey,Independent,Buket Bengisu & Group Safir,Leylaklar Soldu Kalbinde,,,16,29,Away,Away,1,,1,1.5925011534693,0.0208333333333333,0.756930041537786,184.32,0.0599435096088026,0.730929693524,105.057,0.177347918047264,7.0,0.288971904978209,4.0,0.0,-11.027,0.836149490101927,5.2324,2000,False,False,False
192,2002,Malta,Western Europe,Ira Losco,7th Wonder,,,2,164,Away,Away,1,,1,7.15961787891566,0.117816091954023,0.839688309549097,179.41333,0.0260140330460572,0.611207783511499,105.006,0.029140372579281,5.0,0.249596603012488,4.0,1.0,-6.764,0.394868889545522,5.60283464567,2000,False,True,True
193,2002,Romania,Former Socialist Bloc,Monica Anghel & Marcel Pavel,Tell Me Why,,,9,71,Away,Home,1,,1,3.17417407795054,0.0510057471264368,,,,,,,,,,,,,5.5885,2000,False,False,True
194,2002,Slovenia,Former Yugoslavia,Sestre,Samo ljubezen,,,13,33,Away,Away,1,,0,1.14867607305694,0.0237068965517241,0.880156352880665,182.06667,0.00803559124906552,0.574024456822717,140.04,0.0409182313602002,2.0,0.278640827378864,3.0,1.0,-6.809,0.587671398345527,5.15674418605,2000,False,False,False
195,2002,Latvia,Former Socialist Bloc,Marie N,I Wanna,,,1,176,Away,Home,1,,1,7.41418470883736,0.126436781609195,0.592708255091499,224.95456,0.514155100910134,0.776232362999971,136.124,0.0887823229953555,3.0,0.341520458715418,4.0,1.0,-10.142,0.736676029362816,5.73777777778,2000,True,True,True
196,2002,Lithuania,Former Socialist Bloc,Aivaras,Happy You,,,23,12,Away,Home,1,,1,0.47539624854188,0.00862068965517241,,,,,,,,,,,,,6.14528571429,2000,False,False,False
197,2001,Netherlands,Western Europe,Michelle,Out On My Own,,,18,16,Away,Away,1,,1,0.600327975412533,0.0119940029985007,,,,,,,,,,,,,5.54046153846,2000,False,False,False
198,2001,Iceland,Scandinavia,Two Tricky,Angel,,,22,3,Away,Home,1,,1,-0.0537564249641164,0.00224887556221889,0.912040158938425,183.73333,0.0700460820449291,0.643741354269947,124.01,0.0464897949876744,6.0,0.196203189776449,4.0,0.0,-5.115,0.774322150576429,,2000,False,False,False
199,2001,Bosnia and Herzegovina,Former Yugoslavia,Nino Pr?e?,Hano,,,14,29,Away,Away,1,,1,1.34967411144412,0.0217391304347826,0.649941053702684,186.38667,0.0915055685782815,0.667409443692502,87.001,0.0358693127014326,7.0,0.0600106481198212,4.0,1.0,-7.519,0.425062674071311,,2000,False,False,False
200,2001,Norway,Scandinavia,Haldor L«greid,On My Own,,,22,3,Away,Home,1,,1,-0.363663313276704,0.00224887556221889,0.520368097060133,183.69261,0.771002117145633,0.305563334598735,125.954,0.0339157516378472,9.0,0.155355963149478,4.0,1.0,-6.034,0.0902732979833911,,2000,False,False,False
201,2001,Israel,Independent,Tal Sondak,En Davar,,,16,25,Away,Away,1,,0,1.23070319766691,0.0187406296851574,,,,,,,,,,,,,,2000,False,False,False
202,2001,Russia,Former Socialist Bloc,Mumiy Troll,Lady Alpine Blue,,,12,37,Away,Away,1,,1,2.05692659974159,0.027736131934033,0.9841880372228,292.73351,0.0235233756546137,0.616528119070172,135.01,0.0394148770430421,9.0,0.122223887597692,1.0,0.0,-8.54,0.901290910691982,,2000,False,False,False
203,2001,Sweden,Scandinavia,Friends,Listen To Your Heartbeat,,,5,100,Away,Home,1,,1,4.24030942927789,0.0749625187406297,0.875702567624451,187.12925,0.0219149474835623,0.593368486409793,136.934,0.0375780361577542,1.0,0.258751344239569,4.0,0.0,-3.449,0.778233852892021,5.49946428571,2000,False,False,True
204,2001,Lithuania,Former Socialist Bloc,SKAMP,You Got Style,,,13,35,Away,Away,1,,1,1.22438624293432,0.0262368815592204,0.70168754139305,198.86975,0.180177950955593,0.764368607880258,120.062,0.0432875850289465,8.0,0.171897662508623,4.0,1.0,-7.212,0.772342624329902,5.72411042945,2000,False,False,False
