sr_no,year,country,region,artist,song,artist_gender,group_solo,place,points,home_away_country,home_away_region,is_final,semi_final_number,song_in_english,song_quality,normalized_points,energy,duration,acousticness,danceability,tempo,speechiness,key,liveness,time_signature,mode,loudness,valence,happiness,decade,is_winner,top_3,top_10
 ,2009,Azerbaijan,Former Socialist Bloc,AySel and Arash ,Always,Both,Group,3,207,Away,Home,1,,1,5.1675221983951,0.0849753694581281,0.946863896775781,248.33415,0.0245356228299472,0.729727632687265,134.982,0.1556444793134,6.0,0.120697795165309,4.0,1.0,-4.292,0.81851223719973,5.73219178082,2000,False,True,True
12,2009,Bosnia and Herzegovina,Former Yugoslavia,Regina ,Bistra voda,Male,Group,9,106,Away,Away,1,,0,2.37963600361502,0.0435139573070608,0.731082744924019,187.33823,0.504779183589222,0.547075542633362,75.976,0.0342888077458843,9.0,0.0960956823847908,4.0,1.0,-5.615,0.192152630982137,5.11545454545,2000,False,False,True
13,2009,Moldova,Former Socialist Bloc,Nelly Ciobanu ,Hora din Moldova,Female,Solo,14,69,Away,Home,1,,1,1.63013414872995,0.0283251231527094,0.881466736727367,177.35946,0.0196326118874264,0.350776623907456,92.836,0.060701124953619,6.0,0.0785113092658231,4.0,0.0,-4.548,0.495054137233052,5.2510989011,2000,False,False,False
14,2009,Malta,Western Europe,Chiara ,What If We,Female,Solo,22,31,Away,Away,1,,1,0.705850576425947,0.0127257799671593,0.378374420323919,181.80027,0.0480608382887424,0.528326096424245,123.937,0.0310549336421254,1.0,0.062293112701732,4.0,1.0,-8.226,0.478698632811048,5.48176470588,2000,False,False,False
15,2009,Estonia,Former Socialist Bloc,Urban Symphony ,R_ndajad,Female,Solo,6,129,Away,Home,1,,0,3.2007212646529,0.0529556650246305,,,,,,,,,,,,,5.56727272727,2000,False,False,True
16,2009,Denmark,Scandinavia,Niels Brinck ,Believe Again,Male,Solo,13,74,Away,Away,1,,1,1.8888669074736,0.0303776683087028,0.827642825044967,187.39048,0.021043806556308,0.555140575517914,120.01,0.0423908129653923,2.0,0.0584217318614703,4.0,1.0,-5.084,0.594089788918893,,2000,False,False,False
17,2009,Germany,Western Europe,Alex Swings Oscar Sings! ,Miss Kiss Kiss Bang,Male,Solo,20,35,Away,Away,1,,1,0.97622819478473,0.014367816091954,0.892347857428844,182.40109,0.00123503573746637,0.694713273069585,135.962,0.0785314445825251,5.0,0.403086011441211,4.0,1.0,-6.328,0.412281317891573,5.67058823529,2000,False,False,False
18,2009,Turkey,Independent,Hadise ,D»m Tek Tek,Female,Solo,4,177,Away,Away,1,,1,4.27828613966303,0.0726600985221675,0.793613277938689,185.34168,0.574425735974623,0.831569185491883,114.982,0.0363099787851114,10.0,0.0622175119335634,4.0,1.0,-6.503,0.772847844225027,,2000,False,False,True
19,2009,Albania,Former Socialist Bloc,Kejsi Tola ,Carry Me in Your Dreams,Female,Solo,17,48,Away,Home,1,,1,0.942503494341267,0.0197044334975369,0.779777173891104,186.56608,0.00779384027611544,0.66901746403781,127.996,0.0488439629885563,11.0,0.0687358519906998,4.0,1.0,-5.504,0.631781744611429,5.56760869565,2000,False,False,False
20,2009,Norway,Scandinavia,Alexander Rybak ,Fairytale,Male,Solo,1,387,Away,Away,1,,1,9.47503264351161,0.158866995073892,0.686648350697374,183.89007,0.223642738653331,0.601437155869744,107.974,0.0253877167932466,2.0,0.324601555871027,4.0,0.0,-6.585,0.464132107491933,5.32782608696,2000,True,True,True
21,2009,Ukraine,Former Socialist Bloc,Svetlana Loboda ,Be My Valentine,Female,Solo,12,76,Away,Home,1,,1,1.64265694092049,0.0311986863711002,0.911639848249596,181.06884,0.0145111532686171,0.625690338479756,124.828,0.0463108883353952,6.0,0.632591881795193,4.0,0.0,-4.786,0.699592674101826,,2000,False,False,False
22,2009,Romania,Former Socialist Bloc,Elena ,The Balkan Girls,Female,Solo,19,40,Away,Home,1,,1,0.90262996387426,0.0164203612479475,0.919267642906087,179.97333,0.0206984420883738,0.696327172326798,130.089,0.034788704189782,5.0,0.051819569604596,4.0,1.0,-4.835,0.380539301729905,5.94048192771,2000,False,False,False
23,2009,United Kingdom,Independent,Jade Ewen ,It's My Time,Female,Solo,5,173,Away,Away,1,,1,4.45383609656313,0.0710180623973727,0.499294627960064,197.47374,0.161320667292145,0.303260037327385,96.842,0.030022432099952,4.0,0.105617432864346,4.0,1.0,-6.903,0.120114071684585,5.50652173913,2000,False,False,True
24,2009,Finland,Scandinavia,Waldo's People ,Lose Control,Both,Group,25,22,Away,Away,1,,1,0.573594237520117,0.0090311986863711,0.972366692466512,182.16599,0.0074204361923424,0.580143216573779,137.996,0.0627952513936392,7.0,0.169707518340445,4.0,1.0,-5.088,0.702104923938241,,2000,False,False,False
25,2009,Spain,Western Europe,Soraya Arnelas ,La noche es para m,Female,Solo,23,23,Away,Away,1,,1,0.348077345243735,0.00944170771756979,,,,,,,,,,,,,,2000,False,False,False
26,2008,Romania,Former Socialist Bloc,Nico and Vlad,Pe-o margine de lume,Both,Group,20,45,Away,Away,1,,0,1.06821139082256,0.0180433039294306,0.630618112946005,180.06204,0.226592120407673,0.441085006464538,74.84,0.0463701384097194,2.0,0.164640861870203,4.0,1.0,-6.447,0.184160881793859,,2000,False,False,False
27,2008,United Kingdom,Independent,Andy Abraham,Even If,Male,Solo,25,14,Away,Away,1,,1,0.607250212789976,0.00561347233360064,0.927774105230023,224.07837,0.0122863935146434,0.617001885295435,119.983,0.054777405942542,8.0,0.0440493216167039,4.0,0.0,-6.657,0.642911662614208,5.36628272251,2000,False,False,False
28,2008,Albania,Former Socialist Bloc,Olta Boka,Zemr´n E Lam´ Peng,Female,Solo,17,43,Away,Away,1,,0,0.959554308596245,0.0220529270248597,0.611160139444701,178.93687,0.107240485540674,0.388494091602209,88.152,0.0271193199875154,8.0,0.233353487503121,7.0,1.0,-4.845,0.494869908966958,,2000,False,False,False
29,2008,Germany,Western Europe,No Angels,Disappear,Female,Group,23,14,Away,Away,1,,1,0.481072280839994,0.00561347233360064,0.63110851209122,198.04844,0.00709946267688402,0.707160164807145,122.768,0.0574857752889795,8.0,0.107897330285288,4.0,1.0,-5.845,0.46956980606974,5.21962686567,2000,False,False,False
30,2008,Armenia,Former Socialist Bloc,Sirusho,"Qele, Qele",Female,Solo,4,198,Away,Away,1,,1,4.63247030296479,0.0797914995990377,0.756131787970581,214.18041,0.112286519514166,0.661919332111037,128.119,0.0886907557036568,9.0,0.112762710215656,4.0,0.0,-6.312,0.585043663197973,,2000,False,False,True
31,2008,Bosnia and Herzegovina,Former Yugoslavia,Laka,Poku_aj,Male,Solo,10,105,Away,Home,1,,0,2.51053437917948,0.0441058540497193,,,,,,,,,,,,,,2000,False,False,True
32,2008,Israel,Independent,Boaz Ma'uda,The Fire in Your Eyes,Male,Solo,9,124,Away,Away,1,,1,2.90775612593157,0.04971932638332,0.490721337510733,180.57333,0.0695851133405109,0.183718746224968,79.767,0.0347354541184422,6.0,0.385549157077759,4.0,0.0,-6.277,0.169227091898312,,2000,False,False,True
33,2008,Finland,Scandinavia,TerÊsbetoni,Miss_ Miehet Ratsastaa,Male,Group,22,35,Away,Away,1,,0,0.885662973269094,0.0140336808340016,,,,,,,,,,,,,,2000,False,False,False
34,2008,Croatia,Former Yugoslavia,Kraljevi Ulice and 75 cents,Romanca,Both,Group,21,42,Away,Home,1,,0,0.930762429178271,0.0176423416198877,0.60775791164998,181.81333,0.137343722124945,0.714295459542581,124.084,0.165319697606619,0.0,0.107548010695328,4.0,1.0,-7.724,0.481029045135529,,2000,False,False,False
35,2008,Poland,Former Socialist Bloc,Isis Gee,For Life,Female,Solo,24,14,Away,Away,1,,1,0.253042309519795,0.00561347233360064,0.705635745672643,180.84671,0.133519577693821,0.522679733416127,140.1,0.0336041507639528,11.0,0.110737450511584,4.0,1.0,-8.026,0.380681188716821,5.62918918919,2000,False,False,False
36,2008,Iceland,Scandinavia,Euroband,This is My Life,Both,Group,14,64,Away,Away,1,,1,1.57436039221752,0.0256615878107458,0.906751575662302,245.89887,0.0014358245503785,0.702358265450894,127.973,0.0352265774151836,10.0,0.0824900846308127,4.0,0.0,-8.194,0.732163951565076,,2000,False,False,False
37,2008,Turkey,Independent,Mor ve _tesi,Deli,Male,Group,7,131,Away,Away,1,,0,3.00466308555152,0.0553327987169206,0.869777996640156,183.08163,0.0376967398764833,0.386439188323218,151.107,0.0554316919380841,4.0,0.170243569261854,4.0,0.0,-4.447,0.276184099341225,,2000,False,False,True
38,2008,Portugal,Western Europe,VÑnia Fernandes,Senhora do mar (Negras _guas),Female,Solo,13,69,Away,Away,1,,0,1.7293293105979,0.0276663993584603,0.557688792157471,184.83048,0.376182840335685,0.302826865924913,104.781,0.0506228817374101,9.0,0.349508994015196,3.0,1.0,-6.542,0.153754089812086,,2000,False,False,False
39,2008,Latvia,Former Socialist Bloc,Pirates of the Sea,Wolves of the Sea,Both,Group,12,83,Away,Away,1,,1,1.98555247954337,0.0332798716920609,0.884848053455763,184.20354,0.00281336897667749,0.550279046879579,72.512,0.0505601820770635,9.0,0.335802016199063,4.0,1.0,-11.77,0.387177550562934,5.28,2000,False,False,False
40,2008,Sweden,Scandinavia,Charlotte Perrelli,Hero,Female,Solo,18,47,Away,Away,1,,1,1.18703295552724,0.0188452285485164,0.906245236464877,175.26376,0.00461808693258131,0.616044299301077,126.995,0.0390564008056162,11.0,0.216965834924553,4.0,1.0,-5.34,0.666444529228951,5.52580152672,2000,False,False,False
41,2008,Denmark,Scandinavia,Simon Mathew,All Night Long,Male,Solo,15,60,Away,Away,1,,1,1.54881400520725,0.0240577385725742,0.724638288775042,173.83293,0.00383894619872092,0.687790237067065,122.978,0.0342484222908238,6.0,0.345082893902367,4.0,0.0,-5.154,0.727190503773187,6.01571428571,2000,False,False,False
42,2008,Georgia,Former Socialist Bloc,Diana Gurtskaya,Peace Will Come,Female,Solo,11,83,Away,Away,1,,1,1.8461048343577,0.0332798716920609,0.606369356143975,183.68109,0.0659603426466039,0.58094418260788,76.991,0.0328344006904414,5.0,0.136456276386391,4.0,0.0,-4.608,0.476056138068603,5.27205479452,2000,False,False,False
43,2008,Ukraine,Former Socialist Bloc,Ani Lorak,Shady Lady,Female,Solo,2,226,Away,Away,1,,1,5.17320625061721,0.0922213311948677,0.715463697296292,178.71782,0.0308128445850922,0.708392919806756,127.935,0.0723506804199636,6.0,0.113615976061692,4.0,0.0,-5.709,0.777855065164826,,2000,False,True,True
44,2008,France,Western Europe,S_bastien Tellier,Divine,Male,Solo,19,47,Away,Away,1,,1,1.09284841130732,0.0188452285485164,0.867469367349915,181.0,0.182578768884906,0.567790861234422,142.019,0.0332327085457554,10.0,0.245526276486361,4.0,1.0,-5.557,0.242570000563053,,2000,False,False,False
45,2008,Azerbaijan,Former Socialist Bloc,Elnur and Samir,Day After Day,Both,Group,8,124,Away,Away,1,,1,3.03803557887809,0.0529270248596632,0.687630449973683,188.22639,0.026570546967825,0.587428273205132,108.018,0.0452593220383542,6.0,0.125131146113448,4.0,1.0,-9.139,0.459717998951167,,2000,False,False,True
46,2008,Greece,Western Europe,Kalomira,Secret Combination,Female,Solo,3,215,Away,Away,1,,1,4.84931959341321,0.0874097834803528,,,,,,,,,,,,,,2000,False,True,True
47,2008,Spain,Western Europe,Rodolfo Chikilicuatre,Baila el Chiki-chiki,Male,Solo,16,55,Away,Away,1,,1,1.12655853551366,0.0220529270248597,0.863410199125957,173.8068,0.000413313377815341,0.851493905372977,96.992,0.171342212018328,10.0,0.0580219907147787,4.0,0.0,-5.907,0.848925641442207,5.00361111111,2000,False,False,False
48,2008,Serbia,Former Yugoslavia,Jelena Toma?evi?,Oro,Female,Solo,6,150,Home,Home,1,,0,3.46166290810706,0.0641539695268645,,,,,,,,,,,,,,2000,False,False,True
49,2008,Russia,Former Socialist Bloc,Dima Bilan,Believe,Male,Solo,1,266,Away,Away,1,,1,6.09674369411721,0.10906174819567,0.514367999535381,185.11782,0.112698569290717,0.539576023823619,66.815,0.0440005011576633,8.0,0.159315813699278,4.0,1.0,-11.799,0.223983626976259,,2000,True,True,True
50,2008,Norway,Scandinavia,Maria Haukaas Storeng,Hold On Be Strong,Female,Solo,5,182,Away,Away,1,,1,4.41391517149501,0.0729751403368083,0.738855579506066,185.17007,0.0236930999034027,0.553748829156224,92.021,0.025480601263678,6.0,0.297942374341513,4.0,0.0,-4.464,0.747437664094923,5.27571428571,2000,False,False,True
51,2007,Bosnia and Herzegovina,Former Yugoslavia,Marija,Rijeka bez imena,Female,Solo,11,106,Away,Away,1,,0,2.4584561112321,0.0435139573070608,0.514178888736934,185.88689,0.340025452635261,0.503882798323965,78.993,0.0391783474519195,2.0,0.143929746735459,4.0,1.0,-8.707,0.253546872557687,5.09870967742,2000,False,False,False
52,2007,Spain,Western Europe,D'NASH,I Love You Mi Vida,Male,Group,20,43,Away,Away,1,,1,0.763141375309152,0.0176518883415435,0.946414694011538,180.09351,0.0114820820070196,0.463904376925506,83.407,0.0853940562542922,7.0,0.418115515150988,3.0,1.0,-5.943,0.648456472668942,5.2643220339,2000,False,False,False
53,2007,Belarus,Former Socialist Bloc,Dmitry Koldun,Work Your Magic,Male,Solo,6,145,Away,Away,1,,1,3.52513363289965,0.0595238095238095,,,,,,,,,,,,,,2000,False,False,True
54,2007,Ireland,Independent,Dervish,They Can't Stop The Spring,Both,Group,24,5,Away,Away,1,,1,0.169874157894956,0.00205254515599343,0.696926598361413,172.66893,0.0851953668112267,0.30406650999524,85.427,0.0363908467169899,0.0,0.0949314099974597,4.0,1.0,-6.53,0.472387332794434,4.83711340206,2000,False,False,False
55,2007,Finland,Scandinavia,Hanna Pakarinen,Leave Me Alone,Female,Solo,17,53,Away,Home,1,,1,1.29389430861792,0.0217569786535304,0.857734736651319,213.97333,0.0055130795353873,0.521360071396983,106.037,0.037229146042834,6.0,0.486445024230112,3.0,0.0,-7.004,0.283932850008772,,2000,False,False,False
56,2007,Macedonia,Former Yugoslavia,Karolina,Mojot svet,Female,Solo,14,73,Away,Away,1,,1,1.70758442403533,0.0299671592775041,,,,,,,,,,,,,,2000,False,False,False
57,2007,Slovenia,Former Yugoslavia,Alenka Gotar,Cvet z juga,Female,Solo,15,66,Away,Away,1,,0,1.45066161557994,0.0270935960591133,0.788287512991585,183.76,0.805490646796933,0.317491335569919,124.723,0.0585106676671764,3.0,0.351493795208798,4.0,1.0,-3.797,0.229705969337366,4.83857142857,2000,False,False,False
58,2007,Hungary,Former Socialist Bloc,Magdi R£zsa,Unsubstantial Blues,Female,Solo,9,128,Away,Away,1,,1,3.13544331251652,0.0525451559934319,0.456684974842691,182.1093,0.850128968429577,0.479246206333292,93.495,0.0343423144041148,10.0,0.1348406662949,5.0,0.0,-4.086,0.587942339853145,,2000,False,False,True
59,2007,Lithuania,Former Socialist Bloc,4Fun,Love or Leave,Both,Group,21,28,Away,Away,1,,1,0.60937474402134,0.0114942528735632,0.616090375076737,181.05424,0.175154247475983,0.659810262912424,83.523,0.0301110167161044,8.0,0.0862980509474454,4.0,1.0,-7.794,0.564057731590734,5.32896,2000,False,False,False
60,2007,Greece,Western Europe,Sarbel,Yassou Maria,Male,Solo,7,139,Away,Away,1,,1,3.09983823566007,0.0570607553366174,0.765281291760566,30.02399,0.00877864744402139,0.599874805791072,86.017,0.0373161719254964,4.0,0.332436594448682,4.0,1.0,-11.735,0.704054891226844,5.46130841121,2000,False,False,True
61,2007,Georgia,Former Socialist Bloc,Sopho,Visionary Dream,Female,Solo,12,97,Away,Away,1,,1,2.35375866704118,0.0398193760262726,0.726092921854802,170.07846,0.0580738129372168,0.551423441776213,121.83,0.0502566626926421,7.0,0.11118752992449,3.0,1.0,-6.317,0.419098987916419,,2000,False,False,False
62,2007,Sweden,Scandinavia,The Ark,The Worrying Kind,Male,Group,18,51,Away,Home,1,,1,1.25670388152589,0.020935960591133,0.861285141374742,177.12435,0.0415468889578065,0.549564958372868,66.976,0.0321817145071491,11.0,0.083335115063832,4.0,1.0,-4.429,0.792874636727746,5.5,2000,False,False,False
63,2007,France,Western Europe,Les Fatals Picards,L'amour _ La Franaise,Male,Group,22,19,Away,Away,1,,1,0.428438407888722,0.00779967159277504,0.89443229125131,162.73088,0.00906940372895598,0.571298140001927,83.548,0.0519278500791258,0.0,0.529460174387559,4.0,1.0,-6.653,0.712696708970423,,2000,False,False,False
64,2007,Latvia,Former Socialist Bloc,Bonaparti.lv,Questa notte,Male,Group,16,54,Away,Away,1,,0,1.29062692276569,0.0221674876847291,0.571233088642672,178.77333,0.145411959262485,0.409287309096381,88.862,0.0302937371525304,10.0,0.0954677825275238,4.0,1.0,-5.004,0.263482061660606,4.96388888889,2000,False,False,False
65,2007,Russia,Former Socialist Bloc,Serebro,Song #1,Female,Group,3,207,Away,Away,1,,1,4.7964694229637,0.0849753694581281,0.953835640651353,199.6419,0.00567353388263271,0.691462270752944,128.057,0.0445311709993688,10.0,0.384838159444222,4.0,1.0,-3.074,0.608077924110783,5.36228571429,2000,False,True,True
66,2007,Germany,Western Europe,Roger Cicero,Frauen regier'n die Welt,Male,Solo,19,49,Away,Away,1,,1,1.21845930420199,0.0201149425287356,0.69759293059384,178.10667,0.285984956478006,0.494970691366003,101.625,0.110145361461338,11.0,0.099577033407049,3.0,0.0,-4.042,0.762047409679355,4.58464646465,2000,False,False,False
67,2007,Serbia,Former Yugoslavia,Marija ?erifovi?,Molitva,Female,Solo,1,268,Away,Away,1,,0,6.11388293466716,0.110016420361248,0.959497665062176,218.04363,0.0280942164638403,0.650668599470117,132.007,0.134356543789784,4.0,0.142156669842629,4.0,0.0,-5.242,0.465615737900377,,2000,True,True,True
68,2007,Ukraine,Former Socialist Bloc,Verka Serduchka,Dancing Lasha Tumbai,Male,Solo,2,235,Away,Away,1,,1,5.61801590243581,0.0964696223316913,0.965034281086776,180.18068,0.023076373201051,0.728792369672181,144.037,0.0482075432722039,11.0,0.318528660386856,4.0,0.0,-4.57,0.968450080971351,,2000,False,True,True
69,2007,United Kingdom,Independent,Scooch,Flying the Flag (for You),Both,Group,23,19,Away,Away,1,,1,0.628510854485168,0.00779967159277504,0.985499654878939,282.67927,0.0547997513586263,0.559747093023422,137.848,0.0496730760321398,5.0,0.092369485668724,1.0,0.0,-9.378,0.500893575997312,5.16660944206,2000,False,False,False
70,2007,Romania,Former Socialist Bloc,Todomondo,"Liubi, Liubi, I Love You",Male,Group,13,84,Away,Away,1,,1,2.06431309850718,0.0344827586206897,0.58535593060852,179.94558,0.0201060304183294,0.5684992997209,108.242,0.0724902434321327,1.0,0.12117968905764,4.0,0.0,-7.33,0.928402432108216,5.26973684211,2000,False,False,False
71,2007,Bulgaria,Former Socialist Bloc,Elitsa Todorova and Stoyan Yankoulov,Water,Both,Group,5,157,Away,Away,1,,0,3.82454650090322,0.0644499178981938,,,,,,,,,,,,,,2000,False,False,True
72,2007,Turkey,Independent,Kenan Do?ulu,Shake It Up Shekerim,Male,Solo,4,163,Away,Away,1,,1,3.94023344888201,0.0669129720853859,0.740508349179203,182.7522,0.0197046549045992,0.804160723496759,107.998,0.0812158492805641,10.0,0.0375677436517602,4.0,0.0,-6.863,0.708265996726892,,2000,False,False,True
73,2007,Armenia,Former Socialist Bloc,Hayko,Anytime You Need,Male,Solo,8,138,Away,Away,1,,1,3.17610755741206,0.0566502463054187,0.567510047542246,179.72345,0.478446792778078,0.451273875160059,167.906,0.0309407027692656,7.0,0.107394224650032,4.0,0.0,-8.535,0.122551365259302,,2000,False,False,True
74,2007,Moldova,Former Socialist Bloc,Natalia Barbu,Fight,Female,Solo,10,107,Away,Away,1,,1,2.69073971366078,0.0447454844006568,0.903091155382302,179.02975,0.300154438427355,0.582126006626178,170.093,0.0665365695504785,2.0,0.134618065427493,4.0,0.0,-3.92,0.264178341075762,5.17414634146,2000,False,False,True
75,2006,Switzerland,Western Europe,six4one,If We All Give A Little,Both,Group,16,30,Away,Home,1,,1,0.811468685765272,0.0136116152450091,0.746307389682798,182.28635,0.0625670919296256,0.406480150152333,160.557,0.0698276044087103,11.0,0.152291540113494,4.0,1.0,-6.132,0.206355885035671,5.7504,2000,False,False,False
76,2006,Moldova,Former Socialist Bloc,Arsenium feat. Natalia Gordienko & Connect-R,Loca,Both,Group,20,22,Away,Away,1,,1,0.60916238169045,0.00998185117967332,0.707482231079308,178.46812,0.0609193131526174,0.829763917971947,93.004,0.182745756793203,4.0,0.0661252870637792,4.0,0.0,-5.755,0.853164242885201,,2000,False,False,False
77,2006,Israel,Independent,Eddie Butler,Together We Are One,Male,Solo,23,4,Away,Away,1,,1,0.0494905247937461,0.00181488203266788,0.732123508007858,185.75628,0.152364326987891,0.527223427654072,90.002,0.0284048540508511,0.0,0.129108470802296,4.0,1.0,-6.166,0.471137794296013,5.68151260504,2000,False,False,False
78,2006,Latvia,Former Socialist Bloc,Vocal Group Cosmos,I Hear Your Heart,Male,Group,16,30,Away,Away,1,,1,0.840158736858749,0.0136116152450091,0.339331847904464,180.61161,0.851286802604192,0.47906903135669,167.386,0.239997606484486,6.0,0.0899043458728788,4.0,0.0,-11.982,0.169703604654254,,2000,False,False,False
79,2006,Norway,Scandinavia,Christine Guldbrandsen,Alvedansen,Female,Solo,14,36,Away,Away,1,,0,1.01285532015332,0.0163339382940109,0.675308329456343,175.0722,0.100308620005896,0.450919262180821,86.014,0.0276937336200598,7.0,0.300094341327069,4.0,0.0,-6.618,0.482656702929234,5.796,2000,False,False,False
80,2006,Spain,Western Europe,Las Ketchup,Un Blodymary,Female,Group,21,18,Away,Home,1,,0,0.146504635173384,0.00816696914700544,0.795050282819162,182.5171,0.0354178349960265,0.74644321450079,136.041,0.0373838676800872,8.0,0.098353225245973,4.0,1.0,-7.36,0.873979288689769,5.02979166667,2000,False,False,False
81,2006,Malta,Western Europe,Fabrizio Faniello,I Do,Male,Solo,24,1,Away,Home,1,,1,0.10866846890917,0.000453720508166969,0.712771852422244,257.50884,0.0529678565823883,0.681337884641383,136.013,0.0602768147706376,5.0,0.63465773022514,4.0,0.0,-8.61,0.441618173515279,5.7302020202,2000,False,False,False
82,2006,Germany,Western Europe,Texas Lightning,No No Never,Both,Group,14,36,Away,Home,1,,1,0.962077899055185,0.0163339382940109,0.841856979228033,180.51147,0.0764014644310158,0.647470494341606,121.003,0.0291864097001056,2.0,0.282934137915005,4.0,1.0,-6.133,0.773154168330491,5.34764150943,2000,False,False,False
83,2006,Denmark,Scandinavia,Sidsel Ben Semmane,Twist of Love,Female,Solo,18,26,Away,Away,1,,1,0.664558083432493,0.0117967332123412,0.890210684833396,179.47537,0.00354573955083057,0.505573052216252,78.984,0.0338867330334437,9.0,0.304736732940059,4.0,1.0,-3.016,0.799512137345182,5.35279503106,2000,False,False,False
84,2006,Russia,Former Socialist Bloc,Dima Bilan,Never Let You Go,Male,Solo,2,248,Away,Away,1,,1,6.39074943028419,0.112522686025408,0.919482313920411,180.2068,0.251355885733142,0.552904955737191,85.034,0.0631973109947996,7.0,0.412788487929765,4.0,0.0,-5.412,0.448510809478527,,2000,False,True,True
85,2006,Macedonia,Former Yugoslavia,Elena Risteska,Ninanajna,Female,Solo,12,56,Away,Away,1,,1,1.50678053942445,0.0254083484573503,0.797092409958102,181.39383,0.00803914547910056,0.747202461984797,100.06,0.073719278591468,0.0,0.0916687761908387,4.0,1.0,-5.327,0.686494127042086,,2000,False,False,False
86,2006,Romania,Former Socialist Bloc,Mihai Tr?istariu,Tornerâ,Male,Solo,4,176,Away,Away,1,,1,4.60888118584117,0.0780399274047187,,,,,,,,,,,,,,2000,False,False,True
87,2006,Bosnia and Herzegovina,Former Yugoslavia,Hari Mata Hari,Lejla,Male,Group,3,229,Away,Away,1,,0,6.22364042971419,0.103901996370236,0.626817462424985,191.17379,0.0580364363195455,0.348795264874333,81.17,0.0375750219048957,6.0,0.975524471516566,3.0,0.0,-4.494,0.202941113901221,5.19555555556,2000,False,True,True
88,2006,Lithuania,Former Socialist Bloc,LT United,We Are The Winners,Male,Group,6,162,Away,Away,1,,1,4.50233269304379,0.073502722323049,0.702818150762176,151.53333,0.00958558121816326,0.733670637472783,129.998,0.0692466701351317,10.0,0.0721363583073448,4.0,0.0,-6.27,0.87957280854707,5.73403225806,2000,False,False,True
89,2006,United Kingdom,Independent,Daz Sampson,Teenage Life,Male,Solo,19,25,Away,Away,1,,1,0.691665038634791,0.0113430127041742,0.920070777066324,184.88118,0.576555153091137,0.55646160647668,179.757,0.0931120689941843,7.0,0.85628558693149,4.0,1.0,-5.553,0.854127670692312,5.52954385965,2000,False,False,False
90,2006,Greece,Western Europe,Anna Vissi,Everything,Female,Solo,9,128,Home,Home,1,,1,3.14141058077707,0.058076225045372,0.526038780051494,180.52,0.0254852756865203,0.530164000192848,88.211,0.0285030125139789,3.0,0.246790431708451,4.0,0.0,-7.118,0.51391506320233,,2000,False,False,True
91,2006,Finland,Scandinavia,Lordi,Hard Rock Hallelujah,Male,Group,1,292,Away,Away,1,,1,7.91241452714401,0.132486388384755,0.948509357782067,247.2,0.0185916931860617,0.549882181800374,123.033,0.0482048251471118,8.0,0.138220361185361,4.0,1.0,-4.041,0.530165773463636,,2000,True,True,True
92,2006,Ukraine,Former Socialist Bloc,Tina Karol,Show Me Your Love,Female,Solo,7,145,Away,Away,1,,1,3.80726926275214,0.0657894736842105,,,,,,,,,,,,,5.77092105263,2000,False,False,True
93,2006,France,Western Europe,Virginie Pouchain,Il _tait temps,Female,Solo,22,5,Away,Home,1,,0,-0.228006663996862,0.00226860254083485,0.335698555377382,182.46485,0.0559073938660482,0.613181946957654,99.916,0.0306524877546344,0.0,0.0856314742298429,4.0,0.0,-6.539,0.307903052183993,5.04661538462,2000,False,False,False
94,2006,Croatia,Former Yugoslavia,Severina,Moja ?tikla,Female,Solo,12,56,Away,Away,1,,0,1.55919780497748,0.0254083484573503,0.915772838650282,224.41796,0.11440178540003,0.411804249188211,102.088,0.063061702552172,4.0,0.953340200639893,4.0,1.0,-4.471,0.469310895822513,5.116,2000,False,False,False
95,2006,Ireland,Independent,Brian Kennedy,Every Song Is a Cry for Love,Male,Solo,10,93,Away,Away,1,,1,2.52090568770553,0.0421960072595281,0.542616619513277,180.61333,0.0523821471587768,0.457602237541729,70.038,0.0268011143512046,7.0,0.119095130256996,4.0,1.0,-5.976,0.313173963597852,5.284,2000,False,False,True
96,2006,Sweden,Scandinavia,Carola,Invincible,Female,Solo,5,170,Away,Away,1,,1,4.52319601464764,0.0771324863883848,0.901847072484191,445.75302,0.00175100463773392,0.669866526734427,130.993,0.0443222874745373,1.0,0.0398387588596479,4.0,1.0,-5.264,0.86661684634349,5.93535714286,2000,False,False,True
97,2006,Turkey,Independent,Sibel Tzn,Sper Star,Female,Solo,11,91,Away,Away,1,,1,2.49091620179526,0.0412885662431942,,,,,,,,,,,,,,2000,False,False,False
98,2006,Armenia,Former Socialist Bloc,Andr_,Without Your Love,Male,Solo,8,129,Away,Away,1,,1,3.33822984006812,0.058529945553539,,,,,,,,,,,,,,2000,False,False,True
99,2005,Hungary,Former Socialist Bloc,NOX,"Forogj, vil_g!",Both,Group,12,97,Away,Home,1,,0,2.51946051187062,0.0428824049513705,0.880630022223956,396.77333,0.17356519680235,0.412664897304611,144.843,0.408260161334631,11.0,0.696317906096585,4.0,0.0,-8.261,0.451118415439908,5.2947826087,2000,False,False,False
100,2005,United Kingdom,Independent,Javine,Touch My Fire,Female,Solo,22,18,Away,Away,1,,1,0.430637946724505,0.00795755968169761,0.763697497370331,190.30159,0.0356488005336253,0.746406446628513,120.029,0.0629479412457624,10.0,0.28051507264119,4.0,0.0,-5.963,0.849109784359058,5.36509803922,2000,False,False,False
